Family_Number,Nearest_Bus_Station,Total_Deliveries,Food_Deliveries,Supermarket_Deliveries,Other_Deliveries,Packages_Deliveries
23625,there is no bus service in my area,6,1,1,1,3
24857, don’t know ,4,1,1,0,2
23835, don’t know ,0,0,0,0,0
24057,there is no bus service in my area,0,0,0,0,0
25159, don’t know ,6,2,1,1,2
22343, don’t know ,4,1,0,1,2
21953,there is no bus service in my area,0,0,0,0,0
23270, don’t know ,2,0,1,0,1
20729,there is no bus service in my area,0,0,0,0,0
24252,there is no bus service in my area,1,0,0,0,1
24636, don’t know ,2,0,1,0,1
24535, don’t know ,12,4,7,0,1
20479, don’t know ,0,0,0,0,0
25158, don’t know ,0,0,0,0,0
24493,there is no bus service in my area,0,0,0,0,0
24425, don’t know ,2,1,1,0,0
24839,there is no bus service in my area,3,2,1,0,0
23624,there is no bus service in my area,18,3,3,3,9
24858, don’t know ,6,1,1,1,3
24173,there is no bus service in my area,8,1,3,0,4
20724,there is no bus service in my area,0,0,0,0,0
24253,there is no bus service in my area,0,0,0,0,0
20925, don’t know ,0,0,0,0,0
23806,there is no bus service in my area,4,1,1,0,2
24758,there is no bus service in my area,0,0,0,0,0
23384, don’t know ,1,0,1,0,0
22648,there is no bus service in my area,17,5,4,4,4
23855, don’t know ,0,0,0,0,0
23194, don’t know ,1,1,0,0,0
23361,< 5 mins walk,10,3,2,0,5
24053,there is no bus service in my area,0,0,0,0,0
22797, don’t know ,2,1,1,0,0
22260,there is no bus service in my area,0,0,0,0,0
24635, don’t know ,3,0,2,0,1
25162, don’t know ,2,1,0,0,1
22849,there is no bus service in my area,7,2,1,1,3
23266, don’t know ,3,1,1,0,1
22367, don’t know ,3,1,1,0,1
23617,there is no bus service in my area,15,3,3,3,6
24426,there is no bus service in my area,3,1,1,1,0
21175, don’t know ,4,1,1,0,2
20924,there is no bus service in my area,0,0,0,0,0
24536, don’t know ,6,2,4,0,0
20161, don’t know ,0,0,0,0,0
24059,there is no bus service in my area,0,0,0,0,0
24174,there is no bus service in my area,0,0,0,0,0
24634, don’t know ,2,1,1,0,0
21537,there is no bus service in my area,0,0,0,0,0
21870,there is no bus service in my area,2,0,2,0,0
23316,there is no bus service in my area,2,1,0,0,1
20713,there is no bus service in my area,0,0,0,0,0
23439, don’t know ,0,0,0,0,0
24494,there is no bus service in my area,0,0,0,0,0
23192, don’t know ,1,0,1,0,0
22649,there is no bus service in my area,18,4,4,5,5
23036,6-10 mins walk,1,0,0,0,1
23807, don’t know ,4,1,1,0,2
22369,there is no bus service in my area,2,1,1,0,0
23377, don’t know ,3,0,1,0,2
23883, don’t know ,0,0,0,0,0
24537, don’t know ,5,1,4,0,0
24427, don’t know ,1,0,1,0,0
23009, don’t know ,2,0,1,0,1
24745,there is no bus service in my area,2,2,0,0,0
21538,there is no bus service in my area,0,0,0,0,0
20926, don’t know ,0,0,0,0,0
22844, don’t know ,7,2,1,1,3
24838, don’t know ,11,7,3,0,1
23360,6-10 mins walk,0,0,0,0,0
23317,there is no bus service in my area,4,1,1,0,2
23616,there is no bus service in my area,18,3,3,3,9
25161,there is no bus service in my area,0,0,0,0,0
23271, don’t know ,3,0,1,0,2
24538, don’t know ,0,0,0,0,0
22371, don’t know ,4,2,2,0,0
24579,there is no bus service in my area,3,0,1,1,1
20478,6-10 mins walk,0,0,0,0,0
20760,there is no bus service in my area,4,2,2,0,0
23758,there is no bus service in my area,2,1,1,0,0
24835,there is no bus service in my area,3,2,1,0,0
22650, don’t know ,14,3,4,3,4
22845,there is no bus service in my area,5,1,1,1,2
23608, don’t know ,2,1,0,0,1
21862,there is no bus service in my area,0,0,0,0,0
23804, don’t know ,4,1,1,0,2
20717,there is no bus service in my area,0,0,0,0,0
23615,11  - 15 mins walk,6,1,1,1,3
23035,6-10 mins walk,3,1,0,0,2
24175,there is no bus service in my area,0,0,0,0,0
24747, don’t know ,0,0,0,0,0
23319,there is no bus service in my area,2,0,1,0,1
22258,there is no bus service in my area,0,0,0,0,0
23193, don’t know ,1,0,1,0,0
23441, don’t know ,0,0,0,0,0
20474,there is no bus service in my area,0,0,0,0,0
24586,there is no bus service in my area,2,1,0,0,1
22846,there is no bus service in my area,5,1,1,2,1
23884, don’t know ,0,0,0,0,0
23611, don’t know ,0,0,0,0,0
23379, don’t know ,0,0,0,0,0
22651,there is no bus service in my area,17,4,4,5,4
23756,there is no bus service in my area,3,1,1,0,1
23805, don’t know ,4,1,1,0,2
22847,there is no bus service in my area,4,1,1,1,1
23358, don’t know ,2,1,0,0,1
23612, don’t know ,0,0,0,0,0
25375,there is no bus service in my area,3,1,1,0,1
23614, More than 15 mins,6,1,1,1,3
24428,there is no bus service in my area,1,0,1,0,0
24176,there is no bus service in my area,0,0,0,0,0
21540,there is no bus service in my area,0,0,0,0,0
24540, don’t know ,0,0,0,0,0
23007, don’t know ,4,1,1,0,2
20715,there is no bus service in my area,0,0,0,0,0
23609, don’t know ,0,0,0,0,0
23613, don’t know ,4,1,1,0,2
23321,there is no bus service in my area,2,0,1,0,1
22257,there is no bus service in my area,1,0,1,0,0
22321,there is no bus service in my area,2,1,1,0,0
23754,there is no bus service in my area,7,3,2,0,2
23442, don’t know ,0,0,0,0,0
22652,there is no bus service in my area,17,4,5,4,4
23885, don’t know ,0,0,0,0,0
24177,there is no bus service in my area,0,0,0,0,0
21541, don’t know ,0,0,0,0,0
23610, don’t know ,0,0,0,0,0
20762,there is no bus service in my area,5,2,2,0,1
24496,there is no bus service in my area,2,1,0,0,1
24539, don’t know ,6,1,5,0,0
24837, don’t know ,11,6,3,0,2
24429, don’t know ,1,0,1,0,0
22256,there is no bus service in my area,0,0,0,0,0
22320, don’t know ,0,0,0,0,0
23567, don’t know ,0,0,0,0,0
20409, don’t know ,0,0,0,0,0
20763,there is no bus service in my area,4,2,2,0,0
23318,there is no bus service in my area,2,1,0,0,1
23191, don’t know ,2,1,0,0,1
24541, don’t know ,0,0,0,0,0
23606, don’t know ,18,3,3,3,9
23364,< 5 mins walk,10,3,2,0,5
22653,there is no bus service in my area,12,3,3,2,4
22255,there is no bus service in my area,1,1,0,0,0
20119,there is no bus service in my area,2,2,0,0,0
23569, don’t know ,0,0,0,0,0
20162, don’t know ,0,0,0,0,0
24178,there is no bus service in my area,0,0,0,0,0
21542,there is no bus service in my area,0,0,0,0,0
20764,there is no bus service in my area,4,1,3,0,0
25373,there is no bus service in my area,2,1,1,0,0
24746,there is no bus service in my area,0,0,0,0,0
23745,there is no bus service in my area,3,1,1,0,1
24836, don’t know ,7,4,2,0,1
23466, don’t know ,0,0,0,0,0
20927,there is no bus service in my area,0,0,0,0,0
23570, don’t know ,7,2,1,0,4
20714,there is no bus service in my area,0,0,0,0,0
21847,there is no bus service in my area,0,0,0,0,0
20765,there is no bus service in my area,5,2,3,0,0
20120, don’t know ,0,0,0,0,0
21197, don’t know ,4,1,1,0,2
23571, don’t know ,0,0,0,0,0
23605, don’t know ,15,3,3,3,6
20472, More than 15 mins,1,0,1,0,0
23376, don’t know ,5,1,2,0,2
21543, don’t know ,0,0,0,0,0
20766,there is no bus service in my area,4,2,2,0,0
22254,there is no bus service in my area,2,1,1,0,0
20928,there is no bus service in my area,0,0,0,0,0
24179,there is no bus service in my area,0,0,0,0,0
23320,there is no bus service in my area,2,0,1,0,1
23355,< 5 mins walk,0,0,0,0,0
22534,there is no bus service in my area,2,1,1,0,0
23748,there is no bus service in my area,3,1,2,0,0
23886, don’t know ,0,0,0,0,0
20767,there is no bus service in my area,3,2,1,0,0
23450, don’t know ,0,0,0,0,0
25372,there is no bus service in my area,1,1,0,0,0
22982, don’t know ,2,0,1,0,1
20471, More than 15 mins,0,0,0,0,0
23752,there is no bus service in my area,2,1,1,0,0
23887, don’t know ,0,0,0,0,0
20930,there is no bus service in my area,0,0,0,0,0
24180,there is no bus service in my area,10,2,3,0,5
23451, don’t know ,0,0,0,0,0
20163, don’t know ,0,0,0,0,0
23354,< 5 mins walk,8,3,1,0,4
23452, don’t know ,0,0,0,0,0
20470,there is no bus service in my area,0,0,0,0,0
24829,there is no bus service in my area,7,3,4,0,0
21198, don’t know ,4,1,0,1,2
22983, don’t know ,2,0,1,0,1
22344, don’t know ,6,2,1,0,3
20929, don’t know ,3,1,0,0,2
24499,there is no bus service in my area,0,0,0,0,0
25144,there is no bus service in my area,4,1,1,1,1
24826,there is no bus service in my area,5,3,2,0,0
24748,there is no bus service in my area,0,0,0,0,0
20469,there is no bus service in my area,1,0,1,0,0
24827, don’t know ,4,2,2,0,0
24489,there is no bus service in my area,0,0,0,0,0
23353,6-10 mins walk,6,2,1,0,3
24828, don’t know ,5,3,2,0,0
20468,there is no bus service in my area,0,0,0,0,0
21185,there is no bus service in my area,6,1,1,1,3
20122,there is no bus service in my area,0,0,0,0,0
24825,there is no bus service in my area,6,1,2,0,3
20123,there is no bus service in my area,1,1,0,0,0
22999, More than 15 mins,4,1,1,0,2
24831, don’t know ,5,2,3,0,0
21184,there is no bus service in my area,4,1,0,1,2
24834, don’t know ,9,4,2,0,3
20124, don’t know ,0,0,0,0,0
25139, don’t know ,1,0,0,0,1
20164, don’t know ,0,0,0,0,0
20125,there is no bus service in my area,0,0,0,0,0
23034, don’t know ,3,1,1,0,1
23033, don’t know ,2,1,0,0,1
22345,there is no bus service in my area,4,1,0,1,2
22869,11  - 15 mins walk,0,0,0,0,0
22347, don’t know ,4,1,0,1,2
21291,there is no bus service in my area,0,0,0,0,0
21290,there is no bus service in my area,0,0,0,0,0
20814,there is no bus service in my area,0,0,0,0,0
20822,there is no bus service in my area,0,0,0,0,0
20827,there is no bus service in my area,0,0,0,0,0
20829,there is no bus service in my area,0,0,0,0,0
20165,there is no bus service in my area,1,1,0,0,0
20166,there is no bus service in my area,0,0,0,0,0
22348, don’t know ,4,1,1,0,2
22346,there is no bus service in my area,4,2,0,0,2
23803, don’t know ,8,2,2,0,4
23767, don’t know ,8,2,2,0,4
23769, don’t know ,8,2,2,0,4
22486, don’t know ,6,1,2,0,3
20167, don’t know ,0,0,0,0,0
22349, don’t know ,4,1,0,1,2
22487, don’t know ,3,1,0,0,2
23522,there is no bus service in my area,0,0,0,0,0
22536,there is no bus service in my area,2,1,1,0,0
20931, don’t know ,3,0,1,0,2
23322,there is no bus service in my area,2,0,1,0,1
22488, don’t know ,0,0,0,0,0
22654,there is no bus service in my area,9,2,3,2,2
23129, don’t know ,2,0,1,0,1
23523, don’t know ,0,0,0,0,0
22541, More than 15 mins,1,0,1,0,0
22489, don’t know ,0,0,0,0,0
23130, don’t know ,2,1,1,0,0
23524, don’t know ,0,0,0,0,0
24254,there is no bus service in my area,3,0,2,0,1
22655,there is no bus service in my area,8,2,2,2,2
23323,there is no bus service in my area,2,0,1,0,1
21253, don’t know ,7,2,5,0,0
24749,there is no bus service in my area,5,1,0,0,4
22490, don’t know ,6,2,1,0,3
25447, don’t know ,0,0,0,0,0
23128, don’t know ,2,1,1,0,0
23604,11  - 15 mins walk,12,3,2,1,6
23525, don’t know ,0,0,0,0,0
21627,there is no bus service in my area,0,0,0,0,0
20932,there is no bus service in my area,0,0,0,0,0
22870, don’t know ,0,0,0,0,0
22837,there is no bus service in my area,8,2,4,1,1
22351,there is no bus service in my area,4,1,1,0,2
22748, don’t know ,5,2,2,0,1
24830, don’t know ,3,2,1,0,0
24255,there is no bus service in my area,1,1,0,0,0
21626,there is no bus service in my area,0,0,0,0,0
21254, don’t know ,9,3,5,0,1
22656,there is no bus service in my area,11,3,3,3,2
23603, don’t know ,0,0,0,0,0
22571, More than 15 mins,2,1,1,0,0
20168, don’t know ,0,0,0,0,0
23526,there is no bus service in my area,0,0,0,0,0
24750, don’t know ,0,0,0,0,0
22491, don’t know ,4,0,2,0,2
22839,there is no bus service in my area,7,1,1,2,3
24098, don’t know ,7,2,3,0,2
22350, don’t know ,2,0,1,0,1
21255, don’t know ,4,0,4,0,0
23931,there is no bus service in my area,4,1,0,1,2
23577,there is no bus service in my area,0,0,0,0,0
25446, don’t know ,2,1,0,0,1
23578, don’t know ,0,0,0,0,0
23324,there is no bus service in my area,2,0,0,1,1
22872, don’t know ,0,0,0,0,0
22657,there is no bus service in my area,12,3,3,3,3
25084, don’t know ,5,3,2,0,0
21544,there is no bus service in my area,3,0,0,0,3
23576,there is no bus service in my area,6,1,1,1,3
24832, don’t know ,8,4,2,0,2
21256, don’t know ,8,4,4,0,0
23579, More than 15 mins,0,0,0,0,0
24097, don’t know ,6,2,2,0,2
24751, don’t know ,0,0,0,0,0
22747, don’t know ,0,0,0,0,0
22840,there is no bus service in my area,7,2,3,1,1
22572, More than 15 mins,1,0,1,0,0
21357, don’t know ,0,0,0,0,0
22871, don’t know ,0,0,0,0,0
24570, don’t know ,0,0,0,0,0
23575,there is no bus service in my area,0,0,0,0,0
22492, don’t know ,2,0,1,0,1
21062,there is no bus service in my area,1,0,0,0,1
22352,there is no bus service in my area,8,1,1,2,4
24181,there is no bus service in my area,0,0,0,0,0
23907, don’t know ,10,0,0,0,10
22244,there is no bus service in my area,0,0,0,0,0
25445, More than 15 mins,4,1,1,0,2
23215, don’t know ,3,1,1,0,1
21258, don’t know ,4,0,4,0,0
23325,there is no bus service in my area,4,0,1,1,2
23440, don’t know ,0,0,0,0,0
22843,there is no bus service in my area,8,2,4,1,1
24752,there is no bus service in my area,0,0,0,0,0
25085, don’t know ,6,2,2,0,2
23932,there is no bus service in my area,0,0,0,0,0
23580, don’t know ,0,0,0,0,0
24824, don’t know ,6,2,2,0,2
21545,there is no bus service in my area,3,2,1,0,0
22247,there is no bus service in my area,0,0,0,0,0
21259, don’t know ,0,0,0,0,0
20739,there is no bus service in my area,0,0,0,0,0
23574, don’t know ,0,0,0,0,0
24573, don’t know ,0,0,0,0,0
24753,there is no bus service in my area,0,0,0,0,0
20933, don’t know ,2,0,1,0,1
23351, More than 15 mins,0,0,0,0,0
21055,there is no bus service in my area,1,0,0,0,1
23933,there is no bus service in my area,2,1,0,0,1
21850,there is no bus service in my area,0,0,0,0,0
23211, don’t know ,1,1,0,0,0
23904, don’t know ,1,0,0,0,1
23581, don’t know ,0,0,0,0,0
21358, don’t know ,0,0,0,0,0
21257, don’t know ,3,0,3,0,0
22874, don’t know ,0,0,0,0,0
25086,there is no bus service in my area,4,3,0,0,1
24182,there is no bus service in my area,6,1,2,0,3
24572, don’t know ,0,0,0,0,0
21546, don’t know ,1,0,1,0,0
22253,there is no bus service in my area,0,0,0,0,0
24095,there is no bus service in my area,7,2,3,0,2
21056,there is no bus service in my area,0,0,0,0,0
23573,11  - 15 mins walk,0,0,0,0,0
25356,there is no bus service in my area,2,1,0,0,1
22658,there is no bus service in my area,12,4,4,2,2
23582,there is no bus service in my area,0,0,0,0,0
21260, don’t know ,0,0,0,0,0
22746, don’t know ,3,1,0,0,2
22841,there is no bus service in my area,4,1,1,1,1
23443, don’t know ,0,0,0,0,0
25429, don’t know ,6,1,1,1,3
21359, don’t know ,0,0,0,0,0
21261, don’t know ,0,0,0,0,0
20934,there is no bus service in my area,0,0,0,0,0
23757,there is no bus service in my area,0,0,0,0,0
20935, don’t know ,0,0,0,0,0
22573, More than 15 mins,0,0,0,0,0
22875, don’t know ,0,0,0,0,0
25108,there is no bus service in my area,4,1,1,0,2
21057,there is no bus service in my area,2,1,0,0,1
21214,there is no bus service in my area,6,1,1,1,3
25357,there is no bus service in my area,2,1,0,0,1
24430, don’t know ,3,1,1,0,1
25456, don’t know ,4,2,1,0,1
21547,there is no bus service in my area,0,0,0,0,0
23903, don’t know ,1,0,0,0,1
23572, More than 15 mins,0,0,0,0,0
24093, don’t know ,4,2,2,0,0
22659,there is no bus service in my area,11,3,3,3,2
21856,there is no bus service in my area,0,0,0,0,0
23208, don’t know ,1,0,1,0,0
24545, don’t know ,0,0,0,0,0
25087,there is no bus service in my area,6,3,2,0,1
23217, don’t know ,2,2,0,0,0
21059,there is no bus service in my area,1,1,0,0,0
22252,there is no bus service in my area,1,1,0,0,0
20727,there is no bus service in my area,0,0,0,0,0
23031, More than 15 mins,0,0,0,0,0
25358,there is no bus service in my area,2,0,1,0,1
23566, don’t know ,6,1,1,1,3
23908, don’t know ,0,0,0,0,0
23352,< 5 mins walk,10,4,1,0,5
24833, don’t know ,3,1,1,0,1
21548,there is no bus service in my area,4,4,0,0,0
23445, don’t know ,0,0,0,0,0
23207, don’t know ,2,0,1,0,1
20440,6-10 mins walk,2,1,1,0,0
21360, don’t know ,0,0,0,0,0
23934,there is no bus service in my area,0,0,0,0,0
24431, don’t know ,2,1,1,0,0
22660,there is no bus service in my area,13,3,3,3,4
23565,there is no bus service in my area,0,0,0,0,0
24184,there is no bus service in my area,10,3,2,0,5
21838,there is no bus service in my area,0,0,0,0,0
25100,6-10 mins walk,2,1,0,0,1
23089,there is no bus service in my area,1,0,1,0,0
20710,there is no bus service in my area,0,0,0,0,0
23447, don’t know ,0,0,0,0,0
20936,there is no bus service in my area,0,0,0,0,0
24092, don’t know ,4,2,2,0,0
21549,there is no bus service in my area,0,0,0,0,0
21361, don’t know ,0,0,0,0,0
23374, don’t know ,0,0,0,0,0
24542, don’t know ,2,0,0,1,1
23558,there is no bus service in my area,0,0,0,0,0
25458, don’t know ,4,2,1,0,1
22661,there is no bus service in my area,8,2,2,2,2
23902,there is no bus service in my area,6,1,2,0,3
23206, don’t know ,2,0,1,0,1
20169, don’t know ,0,0,0,0,0
24432, don’t know ,3,1,1,1,0
22876, don’t know ,0,0,0,0,0
24091, don’t know ,5,2,2,0,1
24080,there is no bus service in my area,1,0,1,0,0
20722,there is no bus service in my area,0,0,0,0,0
23205, don’t know ,2,0,1,0,1
24823, don’t know ,3,1,1,0,1
21550, don’t know ,2,0,2,0,0
24206,there is no bus service in my area,0,0,0,0,0
23349,6-10 mins walk,8,3,1,0,4
21363, don’t know ,0,0,0,0,0
23276, don’t know ,4,1,1,0,2
21199,there is no bus service in my area,4,1,1,0,2
25430, don’t know ,6,1,1,1,3
24756,there is no bus service in my area,0,0,0,0,0
24550, don’t know ,0,0,0,0,0
22251,there is no bus service in my area,0,0,0,0,0
24822, don’t know ,2,1,1,0,0
24090, don’t know ,7,2,3,0,2
23453, don’t know ,0,0,0,0,0
23755,there is no bus service in my area,5,1,2,0,2
24821, don’t know ,3,1,1,0,1
23030, don’t know ,2,1,0,0,1
23039, don’t know ,1,0,1,0,0
23378, don’t know ,0,0,0,0,0
23204, don’t know ,1,0,1,0,0
22873, don’t know ,0,0,0,0,0
23274, don’t know ,5,2,1,0,2
24433, don’t know ,4,1,2,0,1
25102,11  - 15 mins walk,4,1,1,0,2
20441, don’t know ,0,0,0,0,0
24500,there is no bus service in my area,0,0,0,0,0
22250,there is no bus service in my area,4,3,1,0,0
21831,there is no bus service in my area,0,0,0,0,0
24548, don’t know ,0,0,0,0,0
23905, don’t know ,8,1,2,1,4
25431,there is no bus service in my area,4,1,1,0,2
24820, don’t know ,3,1,1,0,1
21364, don’t know ,0,0,0,0,0
24757,there is no bus service in my area,0,0,0,0,0
23641,there is no bus service in my area,2,1,0,0,1
23687,there is no bus service in my area,3,1,2,0,0
20442, More than 15 mins,0,0,0,0,0
23041, don’t know ,2,1,1,0,0
23256, don’t know ,4,1,1,0,2
23455, don’t know ,0,0,0,0,0
22249,there is no bus service in my area,0,0,0,0,0
23348,6-10 mins walk,0,0,0,0,0
24754,there is no bus service in my area,0,0,0,0,0
23642,there is no bus service in my area,2,1,0,0,1
23203, don’t know ,2,1,1,0,0
24819, don’t know ,3,1,1,0,1
20728,there is no bus service in my area,0,0,0,0,0
21836,there is no bus service in my area,3,0,3,0,0
23686,there is no bus service in my area,4,1,2,0,1
21365, don’t know ,0,0,0,0,0
25359,there is no bus service in my area,2,1,0,1,0
24574,there is no bus service in my area,0,0,0,0,0
20443,6-10 mins walk,0,0,0,0,0
23716,there is no bus service in my area,5,2,2,0,1
22863, More than 15 mins,1,0,0,0,1
23906, don’t know ,4,1,1,0,2
24755, don’t know ,0,0,0,0,0
23385, don’t know ,0,0,0,0,0
23454, don’t know ,0,0,0,0,0
22353, don’t know ,4,0,1,1,2
23685,there is no bus service in my area,2,1,1,0,0
23699,there is no bus service in my area,0,0,0,0,0
22860, More than 15 mins,0,0,0,0,0
23029, don’t know ,0,0,0,0,0
22246,there is no bus service in my area,4,2,0,0,2
24544, don’t know ,0,0,0,0,0
20444,there is no bus service in my area,0,0,0,0,0
25360,there is no bus service in my area,2,0,1,0,1
21280,there is no bus service in my area,0,0,0,0,0
24817, don’t know ,4,1,2,0,1
23347,< 5 mins walk,0,0,0,0,0
22245,there is no bus service in my area,0,0,0,0,0
22861, More than 15 mins,2,2,0,0,0
23688,there is no bus service in my area,4,1,2,0,1
24818, don’t know ,3,1,1,0,1
20170, don’t know ,0,0,0,0,0
20126,there is no bus service in my area,1,1,0,0,0
25293, don’t know ,4,1,1,0,2
25138,there is no bus service in my area,3,1,0,0,2
21206,there is no bus service in my area,4,1,1,1,1
25362,there is no bus service in my area,2,1,1,0,0
21366, don’t know ,0,0,0,0,0
25106, More than 15 mins,0,0,0,0,0
23339,< 5 mins walk,10,3,2,0,5
22859, More than 15 mins,2,1,0,0,1
25361,there is no bus service in my area,1,1,0,0,0
21207,there is no bus service in my area,6,1,1,1,3
20127,there is no bus service in my area,1,0,0,0,1
22862, More than 15 mins,1,1,0,0,0
23659,there is no bus service in my area,6,1,0,2,3
22856, More than 15 mins,0,0,0,0,0
20128,there is no bus service in my area,2,0,1,0,1
22855, More than 15 mins,1,0,0,0,1
25355,there is no bus service in my area,2,1,0,1,0
25103,11  - 15 mins walk,4,1,1,0,2
21187,there is no bus service in my area,2,0,1,0,1
22864, More than 15 mins,2,1,0,0,1
20129, don’t know ,4,1,0,1,2
25349,there is no bus service in my area,1,1,0,0,0
20130, don’t know ,1,1,0,0,0
21186,there is no bus service in my area,2,0,1,0,1
25145,there is no bus service in my area,2,1,1,0,0
25350,there is no bus service in my area,2,1,1,0,0
23025, don’t know ,0,0,0,0,0
25143,there is no bus service in my area,2,1,0,0,1
25354,there is no bus service in my area,2,1,1,0,0
25142,there is no bus service in my area,3,1,0,1,1
23937,there is no bus service in my area,0,0,0,0,0
23938,there is no bus service in my area,0,0,0,0,0
23941,there is no bus service in my area,0,0,0,0,0
23939,there is no bus service in my area,0,0,0,0,0
22357, don’t know ,6,1,2,0,3
23936,there is no bus service in my area,0,0,0,0,0
22354, don’t know ,6,1,1,1,3
25141,there is no bus service in my area,1,0,0,0,1
20171,there is no bus service in my area,0,0,0,0,0
20172, don’t know ,1,1,0,0,0
22355, don’t know ,4,1,1,0,2
21552,there is no bus service in my area,3,1,2,0,0
21553,there is no bus service in my area,2,1,1,0,0
21554,there is no bus service in my area,4,2,2,0,0
20173,there is no bus service in my area,0,0,0,0,0
20174,there is no bus service in my area,0,0,0,0,0
22356,there is no bus service in my area,2,1,0,0,1
24816, don’t know ,3,1,1,0,1
25454,there is no bus service in my area,6,2,3,0,1
25048, don’t know ,4,1,0,1,2
23583, don’t know ,0,0,0,0,0
21555,there is no bus service in my area,3,1,2,0,0
23644,there is no bus service in my area,0,0,0,0,0
24815, don’t know ,3,1,1,0,1
23584, don’t know ,2,0,0,1,1
25051, don’t know ,6,2,0,1,3
22358, don’t know ,6,0,1,2,3
23202, don’t know ,3,1,1,0,1
25455,there is no bus service in my area,5,2,2,0,1
24814, don’t know ,3,1,1,0,1
23738, don’t know ,8,2,2,0,4
23901,there is no bus service in my area,1,0,0,0,1
23258, don’t know ,4,1,1,0,2
23585, More than 15 mins,0,0,0,0,0
21556,there is no bus service in my area,3,1,2,0,0
22739, don’t know ,1,1,0,0,0
25049, don’t know ,4,1,1,0,2
24813, don’t know ,3,1,1,0,1
23586, don’t know ,0,0,0,0,0
24812, don’t know ,3,1,1,0,1
25050, don’t know ,0,0,0,0,0
24060,there is no bus service in my area,0,0,0,0,0
20245,there is no bus service in my area,0,0,0,0,0
23897, don’t know ,4,1,1,0,2
21557,there is no bus service in my area,0,0,0,0,0
23261, don’t know ,3,1,1,0,1
24808, don’t know ,3,1,1,0,1
23587, don’t know ,0,0,0,0,0
21860,there is no bus service in my area,0,0,0,0,0
25294, don’t know ,2,0,1,0,1
22662,there is no bus service in my area,16,5,4,4,3
21470,there is no bus service in my area,1,0,0,0,1
21272, don’t know ,0,0,0,0,0
22738, don’t know ,3,0,1,0,2
20972, don’t know ,3,2,0,0,1
24705,there is no bus service in my area,5,2,2,0,1
24809, don’t know ,3,1,1,0,1
25052, don’t know ,4,1,1,0,2
24061,there is no bus service in my area,0,0,0,0,0
23337,< 5 mins walk,4,2,0,0,2
23263, don’t know ,3,0,1,0,2
24777,there is no bus service in my area,0,0,0,0,0
23588,there is no bus service in my area,0,0,0,0,0
22574,there is no bus service in my area,1,1,0,0,0
21273, don’t know ,0,0,0,0,0
23200, don’t know ,2,0,1,0,1
21558,there is no bus service in my area,2,1,1,0,0
23444, don’t know ,0,0,0,0,0
25295, don’t know ,4,1,1,0,2
20970, don’t know ,1,0,1,0,0
23895, don’t know ,6,2,1,0,3
21859,there is no bus service in my area,0,0,0,0,0
22575, don’t know ,0,0,0,0,0
24079,there is no bus service in my area,1,0,0,0,1
24089, don’t know ,7,2,3,0,2
23050, don’t know ,1,0,1,0,0
24810, don’t know ,3,1,1,0,1
23589, don’t know ,0,0,0,0,0
24067, don’t know ,0,0,0,0,0
22663, don’t know ,15,4,3,3,5
23199, don’t know ,1,0,1,0,0
24707,there is no bus service in my area,4,1,2,0,1
23645,there is no bus service in my area,0,0,0,0,0
24075,there is no bus service in my area,0,0,0,0,0
23733, don’t know ,8,2,2,0,4
21858,there is no bus service in my area,0,0,0,0,0
23264, don’t know ,4,1,1,0,2
24811, don’t know ,2,1,1,0,0
22737, don’t know ,3,1,2,0,0
23336,< 5 mins walk,0,0,0,0,0
22776, don’t know ,2,1,1,0,0
22493, don’t know ,0,0,0,0,0
24575,there is no bus service in my area,0,0,0,0,0
23893, don’t know ,0,0,0,0,0
20175, don’t know ,0,0,0,0,0
20969, don’t know ,2,1,0,0,1
23446, don’t know ,0,0,0,0,0
23590, don’t know ,0,0,0,0,0
24553, don’t know ,4,1,0,1,2
23736, don’t know ,4,1,1,0,2
24088, don’t know ,4,2,2,0,0
22494, don’t know ,0,0,0,0,0
25363,there is no bus service in my area,2,1,1,0,0
22850,there is no bus service in my area,6,2,1,2,1
23198, don’t know ,3,0,2,0,1
23647,there is no bus service in my area,2,0,1,0,1
24064,there is no bus service in my area,0,0,0,0,0
21559,there is no bus service in my area,4,1,1,0,2
22664,there is no bus service in my area,16,4,4,4,4
24563, don’t know ,0,0,0,0,0
23591, don’t know ,0,0,0,0,0
20973, don’t know ,0,0,0,0,0
21205,there is no bus service in my area,4,1,0,1,2
23737, don’t know ,8,2,2,0,4
23449, don’t know ,0,0,0,0,0
24183,there is no bus service in my area,4,1,1,0,2
21262, don’t know ,6,2,4,0,0
20971,there is no bus service in my area,0,0,0,0,0
24578,there is no bus service in my area,0,0,0,0,0
25364,there is no bus service in my area,3,1,1,1,0
23335,11  - 15 mins walk,4,2,0,0,2
24066,there is no bus service in my area,0,0,0,0,0
24087, More than 15 mins,4,2,2,0,0
23262, don’t know ,5,1,1,0,3
24581,there is no bus service in my area,1,0,0,0,1
21861,there is no bus service in my area,0,0,0,0,0
24557,there is no bus service in my area,0,0,0,0,0
23892, don’t know ,0,0,0,0,0
21263, don’t know ,0,0,0,0,0
22665,there is no bus service in my area,12,3,3,3,3
22734, don’t know ,0,0,0,0,0
23197, don’t know ,3,1,1,0,1
23081,there is no bus service in my area,1,0,1,0,0
25292, don’t know ,0,0,0,0,0
23734, don’t know ,4,1,1,0,2
25107,there is no bus service in my area,2,1,0,0,1
20581,there is no bus service in my area,3,1,1,0,1
